data,reuniao,mediana
2010-01-11,R5/2010,10.25
2010-01-11,R6/2010,10.75
2010-01-11,R7/2010,10.75
2010-01-11,R8/2010,11.0
2010-01-18,R1/2010,8.75
2010-01-18,R1/2011,11.25
2010-01-18,R2/2010,8.75
2010-01-18,R3/2010,9.25
2010-01-18,R4/2010,9.75
2010-01-18,R5/2010,10.25
2010-01-18,R6/2010,10.75
2010-01-18,R7/2010,10.75
2010-01-18,R8/2010,11.13
2010-01-25,R1/2010,8.75
2010-01-25,R1/2011,11.25
2010-01-25,R2/2010,8.75
2010-01-25,R3/2010,9.25
2010-01-25,R4/2010,9.75
2010-01-25,R5/2010,10.25
2010-01-25,R6/2010,10.75
2010-01-25,R7/2010,11.0
2010-01-25,R8/2010,11.25
2010-01-28,R2/2011,12.25
2010-02-01,R1/2011,11.25
2010-02-01,R2/2010,8.75
2010-02-01,R2/2011,11.25
2010-02-01,R3/2010,9.25
2010-02-01,R4/2010,9.75
2010-02-01,R5/2010,10.25
2010-02-01,R6/2010,10.75
2010-02-01,R7/2010,11.13
2010-02-01,R8/2010,11.25
2010-02-08,R1/2011,11.25
2010-02-08,R2/2010,8.75
2010-02-08,R2/2011,11.25
2010-02-08,R3/2010,9.25
2010-02-08,R4/2010,9.75
2010-02-08,R5/2010,10.25
2010-02-08,R6/2010,10.75
2010-02-08,R7/2010,11.25
2010-02-08,R8/2010,11.25
2010-02-17,R1/2011,11.25
2010-02-17,R2/2010,8.75
2010-02-17,R2/2011,11.25
2010-02-17,R3/2010,9.25
2010-02-17,R4/2010,9.75
2010-02-17,R5/2010,10.25
2010-02-17,R6/2010,10.75
2010-02-17,R7/2010,11.25
2010-02-17,R8/2010,11.25
2010-02-22,R1/2011,11.25
2010-02-22,R2/2010,8.75
2010-02-22,R2/2011,11.25
2010-02-22,R3/2010,9.25
2010-02-22,R4/2010,9.75
2010-02-22,R5/2010,10.25
2010-02-22,R6/2010,10.75
2010-02-22,R7/2010,11.25
2010-02-22,R8/2010,11.25
2010-03-01,R1/2011,11.25
2010-03-01,R2/2010,8.75
2010-03-01,R2/2011,11.25
2010-03-01,R3/2010,9.25
2010-03-01,R4/2010,9.75
2010-03-01,R5/2010,10.25
2010-03-01,R6/2010,10.75
2010-03-01,R7/2010,11.25
2010-03-01,R8/2010,11.25
2010-03-08,R1/2011,11.38
2010-03-08,R2/2010,8.75
2010-03-08,R2/2011,11.38
2010-03-08,R3/2010,9.25
2010-03-08,R4/2010,9.75
2010-03-08,R5/2010,10.25
2010-03-08,R6/2010,10.75
2010-03-08,R7/2010,11.25
2010-03-08,R8/2010,11.25
2010-03-15,R1/2011,11.25
2010-03-15,R2/2010,8.75
2010-03-15,R2/2011,11.25
2010-03-15,R3/2010,9.25
2010-03-15,R4/2010,10.0
2010-03-15,R5/2010,10.63
2010-03-15,R6/2010,10.75
2010-03-15,R7/2010,11.25
2010-03-15,R8/2010,11.25
2010-03-18,R3/2011,11.38
2010-03-22,R1/2011,11.25
2010-03-22,R2/2011,11.38
2010-03-22,R3/2010,9.25
2010-03-22,R3/2011,11.25
2010-03-22,R4/2010,9.75
2010-03-22,R5/2010,10.25
2010-03-22,R6/2010,10.75
2010-03-22,R7/2010,11.25
2010-03-22,R8/2010,11.25
2010-03-23,R4/2011,10.75
2010-03-23,R5/2011,10.75
2010-03-23,R6/2011,10.75
2010-03-29,R1/2011,11.5
2010-03-29,R2/2011,11.5
2010-03-29,R3/2010,9.25
2010-03-29,R3/2011,11.25
2010-03-29,R4/2010,9.75
2010-03-29,R4/2011,11.25
2010-03-29,R5/2010,10.25
2010-03-29,R5/2011,11.0
2010-03-29,R6/2010,10.75
2010-03-29,R6/2011,10.75
2010-03-29,R7/2010,11.25
2010-03-29,R8/2010,11.25
2010-04-05,R1/2011,11.5
2010-04-05,R2/2011,11.5
2010-04-05,R3/2010,9.25
2010-04-05,R3/2011,11.75
2010-04-05,R4/2010,9.75
2010-04-05,R4/2011,11.75
2010-04-05,R5/2010,10.25
2010-04-05,R5/2011,11.75
2010-04-05,R6/2010,10.75
2010-04-05,R6/2011,11.38
2010-04-05,R7/2010,11.25
2010-04-05,R8/2010,11.25
2010-04-12,R1/2011,11.5
2010-04-12,R2/2011,11.5
2010-04-12,R3/2010,9.25
2010-04-12,R3/2011,11.75
2010-04-12,R4/2010,10.0
2010-04-12,R4/2011,11.63
2010-04-12,R5/2010,10.5
2010-04-12,R5/2011,11.38
2010-04-12,R6/2010,11.0
2010-04-12,R6/2011,11.25
2010-04-12,R7/2010,11.25
2010-04-12,R8/2010,11.25
2010-04-19,R1/2011,11.75
2010-04-19,R2/2011,11.75
2010-04-19,R3/2010,9.25
2010-04-19,R3/2011,11.75
2010-04-19,R4/2010,10.0
2010-04-19,R4/2011,11.75
2010-04-19,R5/2010,10.75
2010-04-19,R5/2011,11.75
2010-04-19,R6/2010,11.0
2010-04-19,R6/2011,11.5
2010-04-19,R7/2010,11.25
2010-04-19,R8/2010,11.5
2010-04-26,R1/2011,11.75
2010-04-26,R2/2011,11.75
2010-04-26,R3/2010,9.25
2010-04-26,R3/2011,12.0
2010-04-26,R4/2010,10.0
2010-04-26,R4/2011,12.0
2010-04-26,R5/2010,10.75
2010-04-26,R5/2011,11.75
2010-04-26,R6/2010,11.25
2010-04-26,R6/2011,11.75
2010-04-26,R7/2010,11.5
2010-04-26,R8/2010,11.75
2010-04-29,R7/2011,11.5
2010-05-03,R1/2011,11.75
2010-05-03,R2/2011,11.75
2010-05-03,R3/2011,11.75
2010-05-03,R4/2010,10.25
2010-05-03,R4/2011,11.75
2010-05-03,R5/2010,10.75
2010-05-03,R5/2011,11.75
2010-05-03,R6/2010,11.25
2010-05-03,R6/2011,11.75
2010-05-03,R7/2010,11.63
2010-05-03,R7/2011,11.25
2010-05-03,R8/2010,11.75
2010-05-10,R1/2011,11.75
2010-05-10,R2/2011,11.75
2010-05-10,R3/2011,11.75
2010-05-10,R4/2010,10.25
2010-05-10,R4/2011,11.75
2010-05-10,R5/2010,11.0
2010-05-10,R5/2011,11.75
2010-05-10,R6/2010,11.5
2010-05-10,R6/2011,11.75
2010-05-10,R7/2010,11.75
2010-05-10,R7/2011,11.63
2010-05-10,R8/2010,11.75
2010-05-17,R1/2011,11.75
2010-05-17,R2/2011,12.0
2010-05-17,R3/2011,12.0
2010-05-17,R4/2010,10.25
2010-05-17,R4/2011,12.0
2010-05-17,R5/2010,11.0
2010-05-17,R5/2011,12.0
2010-05-17,R6/2010,11.5
2010-05-17,R6/2011,11.75
2010-05-17,R7/2010,11.75
2010-05-17,R7/2011,11.75
2010-05-17,R8/2010,11.75
2010-05-24,R1/2011,12.0
2010-05-24,R2/2011,12.0
2010-05-24,R3/2011,12.0
2010-05-24,R4/2010,10.25
2010-05-24,R4/2011,12.0
2010-05-24,R5/2010,11.0
2010-05-24,R5/2011,12.0
2010-05-24,R6/2010,11.5
2010-05-24,R6/2011,12.0
2010-05-24,R7/2010,11.75
2010-05-24,R7/2011,11.75
2010-05-24,R8/2010,11.75
2010-05-31,R1/2011,12.0
2010-05-31,R2/2011,12.0
2010-05-31,R3/2011,12.13
2010-05-31,R4/2010,10.25
2010-05-31,R4/2011,12.0
2010-05-31,R5/2010,11.0
2010-05-31,R5/2011,12.0
2010-05-31,R6/2010,11.75
2010-05-31,R6/2011,11.88
2010-05-31,R7/2010,11.75
2010-05-31,R7/2011,11.75
2010-05-31,R8/2010,11.75
2010-06-07,R1/2011,12.0
2010-06-07,R2/2011,12.0
2010-06-07,R3/2011,12.0
2010-06-07,R4/2010,10.25
2010-06-07,R4/2011,12.0
2010-06-07,R5/2010,11.0
2010-06-07,R5/2011,12.0
2010-06-07,R6/2010,11.75
2010-06-07,R6/2011,11.75
2010-06-07,R7/2010,11.75
2010-06-07,R7/2011,11.75
2010-06-07,R8/2010,11.75
2010-06-10,R8/2011,12.38
2010-06-14,R1/2011,12.0
2010-06-14,R2/2011,12.0
2010-06-14,R3/2011,12.0
2010-06-14,R4/2011,12.0
2010-06-14,R5/2010,11.0
2010-06-14,R5/2011,12.0
2010-06-14,R6/2010,11.75
2010-06-14,R6/2011,11.75
2010-06-14,R7/2010,11.75
2010-06-14,R7/2011,11.75
2010-06-14,R8/2010,11.75
2010-06-14,R8/2011,12.0
2010-06-21,R1/2011,12.13
2010-06-21,R2/2011,12.25
2010-06-21,R3/2011,12.25
2010-06-21,R4/2011,12.0
2010-06-21,R5/2010,11.0
2010-06-21,R5/2011,12.0
2010-06-21,R6/2010,11.75
2010-06-21,R6/2011,11.75
2010-06-21,R7/2010,12.0
2010-06-21,R7/2011,11.75
2010-06-21,R8/2010,12.0
2010-06-21,R8/2011,11.75
2010-06-28,R1/2011,12.25
2010-06-28,R2/2011,12.25
2010-06-28,R3/2011,12.25
2010-06-28,R4/2011,12.25
2010-06-28,R5/2010,11.0
2010-06-28,R5/2011,12.25
2010-06-28,R6/2010,11.75
2010-06-28,R6/2011,12.0
2010-06-28,R7/2010,12.0
2010-06-28,R7/2011,11.75
2010-06-28,R8/2010,12.0
2010-06-28,R8/2011,11.75
2010-07-05,R1/2011,12.25
2010-07-05,R2/2011,12.25
2010-07-05,R3/2011,12.25
2010-07-05,R4/2011,12.25
2010-07-05,R5/2010,11.0
2010-07-05,R5/2011,12.25
2010-07-05,R6/2010,11.75
2010-07-05,R6/2011,12.0
2010-07-05,R7/2010,12.0
2010-07-05,R7/2011,11.88
2010-07-05,R8/2010,12.25
2010-07-05,R8/2011,12.0
2010-07-12,R1/2011,12.0
2010-07-12,R2/2011,12.25
2010-07-12,R3/2011,12.25
2010-07-12,R4/2011,12.25
2010-07-12,R5/2010,11.0
2010-07-12,R5/2011,12.25
2010-07-12,R6/2010,11.75
2010-07-12,R6/2011,12.0
2010-07-12,R7/2010,12.0
2010-07-12,R7/2011,11.75
2010-07-12,R8/2010,12.0
2010-07-12,R8/2011,11.75
2010-07-19,R1/2011,12.0
2010-07-19,R2/2011,12.25
2010-07-19,R3/2011,12.25
2010-07-19,R4/2011,12.0
2010-07-19,R5/2010,11.0
2010-07-19,R5/2011,12.0
2010-07-19,R6/2010,11.75
2010-07-19,R6/2011,11.75
2010-07-19,R7/2010,11.75
2010-07-19,R7/2011,11.75
2010-07-19,R8/2010,11.75
2010-07-19,R8/2011,11.75
2010-07-22,R1/2012,10.5
2010-07-26,R1/2011,11.75
2010-07-26,R1/2012,12.0
2010-07-26,R2/2011,12.0
2010-07-26,R3/2011,12.0
2010-07-26,R4/2011,12.0
2010-07-26,R5/2011,12.0
2010-07-26,R6/2010,11.5
2010-07-26,R6/2011,11.75
2010-07-26,R7/2010,11.75
2010-07-26,R7/2011,11.75
2010-07-26,R8/2010,11.75
2010-07-26,R8/2011,11.75
2010-08-02,R1/2011,11.5
2010-08-02,R1/2012,11.25
2010-08-02,R2/2011,11.75
2010-08-02,R3/2011,11.75
2010-08-02,R4/2011,12.0
2010-08-02,R5/2011,12.0
2010-08-02,R6/2010,11.25
2010-08-02,R6/2011,11.75
2010-08-02,R7/2010,11.25
2010-08-02,R7/2011,11.75
2010-08-02,R8/2010,11.25
2010-08-02,R8/2011,11.75
2010-08-09,R1/2011,11.25
2010-08-09,R1/2012,11.25
2010-08-09,R2/2011,11.75
2010-08-09,R3/2011,11.75
2010-08-09,R4/2011,12.0
2010-08-09,R5/2011,11.88
2010-08-09,R6/2010,11.0
2010-08-09,R6/2011,11.75
2010-08-09,R7/2010,11.0
2010-08-09,R7/2011,11.75
2010-08-09,R8/2010,11.0
2010-08-09,R8/2011,11.5
2010-08-16,R1/2011,11.25
2010-08-16,R1/2012,11.25
2010-08-16,R2/2011,11.5
2010-08-16,R3/2011,11.75
2010-08-16,R4/2011,12.0
2010-08-16,R5/2011,12.0
2010-08-16,R6/2010,10.75
2010-08-16,R6/2011,11.75
2010-08-16,R7/2010,10.75
2010-08-16,R7/2011,11.75
2010-08-16,R8/2010,11.0
2010-08-16,R8/2011,11.63
2010-08-23,R1/2011,11.0
2010-08-23,R1/2012,11.0
2010-08-23,R2/2011,11.38
2010-08-23,R3/2011,11.75
2010-08-23,R4/2011,11.75
2010-08-23,R5/2011,11.75
2010-08-23,R6/2010,10.75
2010-08-23,R6/2011,11.75
2010-08-23,R7/2010,10.75
2010-08-23,R7/2011,11.75
2010-08-23,R8/2010,10.75
2010-08-23,R8/2011,11.5
2010-08-30,R1/2011,10.88
2010-08-30,R1/2012,11.0
2010-08-30,R2/2011,11.25
2010-08-30,R3/2011,11.75
2010-08-30,R4/2011,11.75
2010-08-30,R5/2011,11.75
2010-08-30,R6/2010,10.75
2010-08-30,R6/2011,11.75
2010-08-30,R7/2010,10.75
2010-08-30,R7/2011,11.63
2010-08-30,R8/2010,10.75
2010-08-30,R8/2011,11.38
2010-09-02,R2/2012,11.25
2010-09-06,R1/2011,10.75
2010-09-06,R1/2012,11.0
2010-09-06,R2/2011,11.25
2010-09-06,R2/2012,11.13
2010-09-06,R3/2011,11.75
2010-09-06,R4/2011,11.75
2010-09-06,R5/2011,11.75
2010-09-06,R6/2011,11.75
2010-09-06,R7/2010,10.75
2010-09-06,R7/2011,11.75
2010-09-06,R8/2010,10.75
2010-09-06,R8/2011,11.63
2010-09-13,R1/2011,10.75
2010-09-13,R1/2012,11.0
2010-09-13,R2/2011,11.25
2010-09-13,R2/2012,10.88
2010-09-13,R3/2011,11.75
2010-09-13,R4/2011,11.75
2010-09-13,R5/2011,11.75
2010-09-13,R6/2011,11.75
2010-09-13,R7/2010,10.75
2010-09-13,R7/2011,11.75
2010-09-13,R8/2010,10.75
2010-09-13,R8/2011,11.75
2010-09-20,R1/2011,10.75
2010-09-20,R1/2012,11.0
2010-09-20,R2/2011,11.0
2010-09-20,R2/2012,11.38
2010-09-20,R3/2011,11.38
2010-09-20,R4/2011,11.75
2010-09-20,R5/2011,11.75
2010-09-20,R6/2011,11.75
2010-09-20,R7/2010,10.75
2010-09-20,R7/2011,11.75
2010-09-20,R8/2010,10.75
2010-09-20,R8/2011,11.75
2010-09-27,R1/2011,10.75
2010-09-27,R1/2012,11.38
2010-09-27,R2/2011,10.75
2010-09-27,R2/2012,11.25
2010-09-27,R3/2011,11.25
2010-09-27,R4/2011,11.75
2010-09-27,R5/2011,11.75
2010-09-27,R6/2011,11.75
2010-09-27,R7/2010,10.75
2010-09-27,R7/2011,11.75
2010-09-27,R8/2010,10.75
2010-09-27,R8/2011,11.75
2010-10-04,R1/2011,10.75
2010-10-04,R1/2012,11.5
2010-10-04,R2/2011,10.88
2010-10-04,R2/2012,11.25
2010-10-04,R3/2011,11.25
2010-10-04,R4/2011,11.75
2010-10-04,R5/2011,11.75
2010-10-04,R6/2011,11.88
2010-10-04,R7/2010,10.75
2010-10-04,R7/2011,12.0
2010-10-04,R8/2010,10.75
2010-10-04,R8/2011,11.75
2010-10-11,R1/2011,10.75
2010-10-11,R1/2012,11.63
2010-10-11,R2/2011,10.75
2010-10-11,R2/2012,11.25
2010-10-11,R3/2011,11.25
2010-10-11,R4/2011,11.75
2010-10-11,R5/2011,11.75
2010-10-11,R6/2011,12.0
2010-10-11,R7/2010,10.75
2010-10-11,R7/2011,12.0
2010-10-11,R8/2010,10.75
2010-10-11,R8/2011,11.75
2010-10-18,R1/2011,10.75
2010-10-18,R1/2012,11.5
2010-10-18,R2/2011,10.75
2010-10-18,R2/2012,11.25
2010-10-18,R3/2011,11.0
2010-10-18,R4/2011,11.75
2010-10-18,R5/2011,11.75
2010-10-18,R6/2011,11.88
2010-10-18,R7/2010,10.75
2010-10-18,R7/2011,11.88
2010-10-18,R8/2010,10.75
2010-10-18,R8/2011,11.75
2010-10-21,R3/2012,10.75
2010-10-21,R4/2012,10.75
2010-10-25,R1/2011,10.75
2010-10-25,R1/2012,11.5
2010-10-25,R2/2011,10.75
2010-10-25,R2/2012,11.25
2010-10-25,R3/2011,11.25
2010-10-25,R3/2012,10.75
2010-10-25,R4/2011,11.75
2010-10-25,R4/2012,10.5
2010-10-25,R5/2011,11.75
2010-10-25,R6/2011,11.75
2010-10-25,R7/2011,11.75
2010-10-25,R8/2010,10.75
2010-10-25,R8/2011,11.63
2010-11-01,R1/2011,10.75
2010-11-01,R1/2012,11.63
2010-11-01,R2/2011,10.75
2010-11-01,R2/2012,11.38
2010-11-01,R3/2011,11.25
2010-11-01,R3/2012,11.0
2010-11-01,R4/2011,11.75
2010-11-01,R4/2012,10.63
2010-11-01,R5/2011,11.75
2010-11-01,R6/2011,11.88
2010-11-01,R7/2011,11.88
2010-11-01,R8/2010,10.75
2010-11-01,R8/2011,11.75
2010-11-08,R1/2011,10.75
2010-11-08,R1/2012,11.75
2010-11-08,R2/2011,10.75
2010-11-08,R2/2012,11.5
2010-11-08,R3/2011,11.25
2010-11-08,R3/2012,11.25
2010-11-08,R4/2011,11.75
2010-11-08,R4/2012,10.75
2010-11-08,R5/2011,11.75
2010-11-08,R6/2011,12.0
2010-11-08,R7/2011,12.0
2010-11-08,R8/2010,10.75
2010-11-08,R8/2011,11.75
2010-11-16,R1/2011,10.75
2010-11-16,R1/2012,12.0
2010-11-16,R2/2011,10.75
2010-11-16,R2/2012,11.5
2010-11-16,R3/2011,11.25
2010-11-16,R3/2012,11.5
2010-11-16,R4/2011,11.75
2010-11-16,R4/2012,11.5
2010-11-16,R5/2011,12.0
2010-11-16,R6/2011,12.0
2010-11-16,R7/2011,12.0
2010-11-16,R8/2010,10.75
2010-11-16,R8/2011,12.0
2010-11-22,R1/2011,10.75
2010-11-22,R1/2012,12.0
2010-11-22,R2/2011,10.75
2010-11-22,R2/2012,11.5
2010-11-22,R3/2011,11.25
2010-11-22,R3/2012,11.5
2010-11-22,R4/2011,11.75
2010-11-22,R4/2012,11.5
2010-11-22,R5/2011,12.0
2010-11-22,R6/2011,12.0
2010-11-22,R7/2011,12.0
2010-11-22,R8/2010,10.75
2010-11-22,R8/2011,12.0
2010-11-29,R1/2011,10.75
2010-11-29,R1/2012,12.0
2010-11-29,R2/2011,11.25
2010-11-29,R2/2012,11.5
2010-11-29,R3/2011,11.5
2010-11-29,R3/2012,11.5
2010-11-29,R4/2011,11.75
2010-11-29,R4/2012,11.5
2010-11-29,R5/2011,12.25
2010-11-29,R6/2011,12.25
2010-11-29,R7/2011,12.25
2010-11-29,R8/2010,10.75
2010-11-29,R8/2011,12.25
2010-12-06,R1/2011,11.25
2010-12-06,R1/2012,12.25
2010-12-06,R2/2011,11.75
2010-12-06,R2/2012,11.75
2010-12-06,R3/2011,12.25
2010-12-06,R3/2012,11.75
2010-12-06,R4/2011,12.25
2010-12-06,R4/2012,11.63
2010-12-06,R5/2011,12.25
2010-12-06,R6/2011,12.25
2010-12-06,R7/2011,12.25
2010-12-06,R8/2010,10.75
2010-12-06,R8/2011,12.25
2010-12-13,R1/2011,11.25
2010-12-13,R1/2012,12.25
2010-12-13,R2/2011,11.75
2010-12-13,R2/2012,12.0
2010-12-13,R3/2011,12.25
2010-12-13,R3/2012,11.88
2010-12-13,R4/2011,12.25
2010-12-13,R4/2012,11.75
2010-12-13,R5/2011,12.25
2010-12-13,R6/2011,12.25
2010-12-13,R7/2011,12.25
2010-12-13,R8/2011,12.25
2010-12-20,R1/2011,11.25
2010-12-20,R1/2012,12.25
2010-12-20,R2/2011,11.75
2010-12-20,R2/2012,12.0
2010-12-20,R3/2011,12.25
2010-12-20,R3/2012,11.5
2010-12-20,R4/2011,12.25
2010-12-20,R4/2012,11.5
2010-12-20,R5/2011,12.25
2010-12-20,R6/2011,12.25
2010-12-20,R7/2011,12.25
2010-12-20,R8/2011,12.25
2010-12-27,R1/2011,11.25
2010-12-27,R1/2012,12.25
2010-12-27,R2/2011,11.75
2010-12-27,R2/2012,12.0
2010-12-27,R3/2011,12.25
2010-12-27,R3/2012,11.75
2010-12-27,R4/2011,12.25
2010-12-27,R4/2012,11.75
2010-12-27,R5/2011,12.25
2010-12-27,R6/2011,12.25
2010-12-27,R7/2011,12.25
2010-12-27,R8/2011,12.25
2011-01-03,R1/2011,11.25
2011-01-03,R1/2012,12.25
2011-01-03,R2/2011,11.75
2011-01-03,R2/2012,12.0
2011-01-03,R3/2011,12.25
2011-01-03,R3/2012,11.75
2011-01-03,R4/2011,12.25
2011-01-03,R4/2012,11.75
2011-01-03,R5/2011,12.25
2011-01-03,R6/2011,12.25
2011-01-03,R7/2011,12.25
2011-01-03,R8/2011,12.25
2011-01-10,R1/2011,11.25
2011-01-10,R1/2012,12.25
2011-01-10,R2/2011,11.75
2011-01-10,R2/2012,12.0
2011-01-10,R3/2011,12.25
2011-01-10,R3/2012,11.75
2011-01-10,R4/2011,12.25
2011-01-10,R4/2012,11.75
2011-01-10,R5/2011,12.25
2011-01-10,R6/2011,12.25
2011-01-10,R7/2011,12.25
2011-01-10,R8/2011,12.25
2011-01-17,R1/2011,11.25
2011-01-17,R1/2012,12.25
2011-01-17,R2/2011,11.75
2011-01-17,R2/2012,12.13
2011-01-17,R3/2011,12.25
2011-01-17,R3/2012,11.75
2011-01-17,R4/2011,12.25
2011-01-17,R4/2012,11.75
2011-01-17,R5/2011,12.25
2011-01-17,R6/2011,12.25
2011-01-17,R7/2011,12.25
2011-01-17,R8/2011,12.25
2011-01-20,R5/2012,12.75
2011-01-20,R6/2012,12.25
2011-01-24,R1/2012,12.25
2011-01-24,R2/2011,11.75
2011-01-24,R2/2012,12.25
2011-01-24,R3/2011,12.25
2011-01-24,R3/2012,11.88
2011-01-24,R4/2011,12.38
2011-01-24,R4/2012,11.75
2011-01-24,R5/2011,12.25
2011-01-24,R5/2012,12.25
2011-01-24,R6/2011,12.5
2011-01-24,R6/2012,12.25
2011-01-24,R7/2011,12.25
2011-01-24,R8/2011,12.25
2011-01-31,R1/2012,12.25
2011-01-31,R2/2011,11.75
2011-01-31,R2/2012,12.25
2011-01-31,R3/2011,12.25
2011-01-31,R3/2012,11.88
2011-01-31,R4/2011,12.5
2011-01-31,R4/2012,11.75
2011-01-31,R5/2011,12.5
2011-01-31,R5/2012,11.75
2011-01-31,R6/2011,12.5
2011-01-31,R6/2012,11.75
2011-01-31,R7/2011,12.5
2011-01-31,R8/2011,12.5
2011-02-07,R1/2012,12.5
2011-02-07,R2/2011,11.75
2011-02-07,R2/2012,12.25
2011-02-07,R3/2011,12.25
2011-02-07,R3/2012,12.0
2011-02-07,R4/2011,12.5
2011-02-07,R4/2012,11.88
2011-02-07,R5/2011,12.5
2011-02-07,R5/2012,11.5
2011-02-07,R6/2011,12.63
2011-02-07,R6/2012,11.5
2011-02-07,R7/2011,12.5
2011-02-07,R8/2011,12.5
2011-02-14,R1/2012,12.5
2011-02-14,R2/2011,11.75
2011-02-14,R2/2012,12.25
2011-02-14,R3/2011,12.25
2011-02-14,R3/2012,12.25
2011-02-14,R4/2011,12.5
2011-02-14,R4/2012,12.13
2011-02-14,R5/2011,12.5
2011-02-14,R5/2012,11.75
2011-02-14,R6/2011,12.5
2011-02-14,R6/2012,11.75
2011-02-14,R7/2011,12.5
2011-02-14,R8/2011,12.5
2011-02-21,R1/2012,12.5
2011-02-21,R2/2011,11.75
2011-02-21,R2/2012,12.25
2011-02-21,R3/2011,12.25
2011-02-21,R3/2012,12.25
2011-02-21,R4/2011,12.5
2011-02-21,R4/2012,12.25
2011-02-21,R5/2011,12.5
2011-02-21,R5/2012,11.75
2011-02-21,R6/2011,12.5
2011-02-21,R6/2012,11.75
2011-02-21,R7/2011,12.5
2011-02-21,R8/2011,12.5
2011-02-28,R1/2012,12.5
2011-02-28,R2/2011,11.75
2011-02-28,R2/2012,12.25
2011-02-28,R3/2011,12.25
2011-02-28,R3/2012,12.25
2011-02-28,R4/2011,12.5
2011-02-28,R4/2012,12.25
2011-02-28,R5/2011,12.5
2011-02-28,R5/2012,11.75
2011-02-28,R6/2011,12.5
2011-02-28,R6/2012,11.75
2011-02-28,R7/2011,12.5
2011-02-28,R8/2011,12.5
2011-03-09,R1/2012,12.5
2011-03-09,R2/2012,12.25
2011-03-09,R3/2011,12.25
2011-03-09,R3/2012,12.25
2011-03-09,R4/2011,12.5
2011-03-09,R4/2012,12.25
2011-03-09,R5/2011,12.5
2011-03-09,R5/2012,11.75
2011-03-09,R6/2011,12.5
2011-03-09,R6/2012,11.75
2011-03-09,R7/2011,12.5
2011-03-09,R8/2011,12.5
2011-03-14,R1/2012,12.25
2011-03-14,R2/2012,12.25
2011-03-14,R3/2011,12.25
2011-03-14,R3/2012,12.25
2011-03-14,R4/2011,12.5
2011-03-14,R4/2012,12.13
2011-03-14,R5/2011,12.5
2011-03-14,R5/2012,12.0
2011-03-14,R6/2011,12.5
2011-03-14,R6/2012,11.75
2011-03-14,R7/2011,12.5
2011-03-14,R8/2011,12.5
2011-03-21,R1/2012,12.25
2011-03-21,R2/2012,12.25
2011-03-21,R3/2011,12.25
2011-03-21,R3/2012,12.25
2011-03-21,R4/2011,12.5
2011-03-21,R4/2012,12.25
2011-03-21,R5/2011,12.5
2011-03-21,R5/2012,12.25
2011-03-21,R6/2011,12.5
2011-03-21,R6/2012,12.25
2011-03-21,R7/2011,12.5
2011-03-21,R8/2011,12.5
2011-03-28,R1/2012,12.25
2011-03-28,R2/2012,12.25
2011-03-28,R3/2011,12.25
2011-03-28,R3/2012,12.25
2011-03-28,R4/2011,12.25
2011-03-28,R4/2012,12.25
2011-03-28,R5/2011,12.25
2011-03-28,R5/2012,12.25
2011-03-28,R6/2011,12.25
2011-03-28,R6/2012,12.25
2011-03-28,R7/2011,12.25
2011-03-28,R8/2011,12.25
2011-04-04,R1/2012,12.25
2011-04-04,R2/2012,12.25
2011-04-04,R3/2011,12.25
2011-04-04,R3/2012,12.25
2011-04-04,R4/2011,12.25
2011-04-04,R4/2012,12.25
2011-04-04,R5/2011,12.25
2011-04-04,R5/2012,12.25
2011-04-04,R6/2011,12.25
2011-04-04,R6/2012,12.25
2011-04-04,R7/2011,12.25
2011-04-04,R8/2011,12.25
2011-04-11,R1/2012,12.25
2011-04-11,R2/2012,12.25
2011-04-11,R3/2011,12.25
2011-04-11,R3/2012,12.25
2011-04-11,R4/2011,12.25
2011-04-11,R4/2012,12.25
2011-04-11,R5/2011,12.25
2011-04-11,R5/2012,12.25
2011-04-11,R6/2011,12.25
2011-04-11,R6/2012,12.25
2011-04-11,R7/2011,12.25
2011-04-11,R8/2011,12.25
2011-04-18,R1/2012,12.25
2011-04-18,R2/2012,12.25
2011-04-18,R3/2011,12.25
2011-04-18,R3/2012,12.25
2011-04-18,R4/2011,12.25
2011-04-18,R4/2012,12.25
2011-04-18,R5/2011,12.25
2011-04-18,R5/2012,12.25
2011-04-18,R6/2011,12.25
2011-04-18,R6/2012,12.25
2011-04-18,R7/2011,12.25
2011-04-18,R8/2011,12.25
2011-04-25,R1/2012,12.25
2011-04-25,R2/2012,12.25
2011-04-25,R3/2012,12.25
2011-04-25,R4/2011,12.25
2011-04-25,R4/2012,12.25
2011-04-25,R5/2011,12.25
2011-04-25,R5/2012,12.25
2011-04-25,R6/2011,12.25
2011-04-25,R6/2012,12.25
2011-04-25,R7/2011,12.25
2011-04-25,R7/2012,11.88
2011-04-25,R8/2011,12.25
2011-04-25,R8/2012,11.88
2011-05-02,R1/2012,12.5
2011-05-02,R2/2012,12.25
2011-05-02,R3/2012,12.25
2011-05-02,R4/2011,12.25
2011-05-02,R4/2012,12.25
2011-05-02,R5/2011,12.5
2011-05-02,R5/2012,12.25
2011-05-02,R6/2011,12.5
2011-05-02,R6/2012,12.25
2011-05-02,R7/2011,12.5
2011-05-02,R7/2012,12.5
2011-05-02,R8/2011,12.5
2011-05-02,R8/2012,12.25
2011-05-09,R1/2012,12.5
2011-05-09,R2/2012,12.5
2011-05-09,R3/2012,12.5
2011-05-09,R4/2011,12.25
