data,reuniao,mediana
2007-02-21,R7/2007,11.5
2007-02-21,R8/2007,11.5
2007-02-26,R1/2008,11.25
2007-02-26,R2/2007,12.75
2007-02-26,R2/2008,11.25
2007-02-26,R3/2007,12.5
2007-02-26,R4/2007,12.25
2007-02-26,R5/2007,12.0
2007-02-26,R6/2007,11.75
2007-02-26,R7/2007,11.5
2007-02-26,R8/2007,11.5
2007-03-05,R1/2008,11.25
2007-03-05,R2/2007,12.75
2007-03-05,R2/2008,11.13
2007-03-05,R3/2007,12.5
2007-03-05,R4/2007,12.25
2007-03-05,R5/2007,12.0
2007-03-05,R6/2007,11.75
2007-03-05,R7/2007,11.5
2007-03-05,R8/2007,11.5
2007-03-08,R3/2008,11.5
2007-03-12,R1/2008,11.25
2007-03-12,R2/2008,11.25
2007-03-12,R3/2007,12.5
2007-03-12,R3/2008,10.75
2007-03-12,R4/2007,12.25
2007-03-12,R5/2007,12.0
2007-03-12,R6/2007,11.75
2007-03-12,R7/2007,11.5
2007-03-12,R8/2007,11.5
2007-03-19,R1/2008,11.25
2007-03-19,R2/2008,11.25
2007-03-19,R3/2007,12.5
2007-03-19,R3/2008,11.0
2007-03-19,R4/2007,12.25
2007-03-19,R5/2007,12.0
2007-03-19,R6/2007,11.75
2007-03-19,R7/2007,11.5
2007-03-19,R8/2007,11.5
2007-03-26,R1/2008,11.25
2007-03-26,R2/2008,11.13
2007-03-26,R3/2007,12.5
2007-03-26,R3/2008,11.0
2007-03-26,R4/2007,12.25
2007-03-26,R5/2007,12.0
2007-03-26,R6/2007,11.75
2007-03-26,R7/2007,11.5
2007-03-26,R8/2007,11.5
2007-04-02,R1/2008,11.25
2007-04-02,R2/2008,11.0
2007-04-02,R3/2007,12.5
2007-04-02,R3/2008,11.0
2007-04-02,R4/2007,12.25
2007-04-02,R5/2007,12.0
2007-04-02,R6/2007,11.75
2007-04-02,R7/2007,11.5
2007-04-02,R8/2007,11.5
2007-04-09,R1/2008,11.25
2007-04-09,R2/2008,11.0
2007-04-09,R3/2007,12.5
2007-04-09,R3/2008,11.0
2007-04-09,R4/2007,12.25
2007-04-09,R5/2007,12.0
2007-04-09,R6/2007,11.75
2007-04-09,R7/2007,11.5
2007-04-09,R8/2007,11.25
2007-04-16,R1/2008,11.25
2007-04-16,R2/2008,11.0
2007-04-16,R3/2007,12.5
2007-04-16,R3/2008,10.75
2007-04-16,R4/2007,12.25
2007-04-16,R5/2007,12.0
2007-04-16,R6/2007,11.75
2007-04-16,R7/2007,11.5
2007-04-16,R8/2007,11.25
2007-04-20,R4/2008,10.0
2007-04-23,R1/2008,11.25
2007-04-23,R2/2008,10.75
2007-04-23,R3/2008,10.75
2007-04-23,R4/2007,12.25
2007-04-23,R4/2008,10.5
2007-04-23,R5/2007,12.0
2007-04-23,R6/2007,11.75
2007-04-23,R7/2007,11.5
2007-04-23,R8/2007,11.25
2007-04-30,R1/2008,11.0
2007-04-30,R2/2008,10.75
2007-04-30,R3/2008,10.5
2007-04-30,R4/2007,12.25
2007-04-30,R4/2008,10.25
2007-04-30,R5/2007,12.0
2007-04-30,R6/2007,11.75
2007-04-30,R7/2007,11.5
2007-04-30,R8/2007,11.25
2007-05-07,R1/2008,11.0
2007-05-07,R2/2008,10.5
2007-05-07,R3/2008,10.5
2007-05-07,R4/2007,12.25
2007-05-07,R4/2008,10.0
2007-05-07,R5/2007,12.0
2007-05-07,R6/2007,11.75
2007-05-07,R7/2007,11.5
2007-05-07,R8/2007,11.25
2007-05-14,R1/2008,11.0
2007-05-14,R2/2008,10.5
2007-05-14,R3/2008,10.38
2007-05-14,R4/2007,12.25
2007-05-14,R4/2008,10.0
2007-05-14,R5/2007,11.75
2007-05-14,R6/2007,11.25
2007-05-14,R7/2007,11.0
2007-05-14,R8/2007,11.0
2007-05-21,R1/2008,10.75
2007-05-21,R2/2008,10.5
2007-05-21,R3/2008,10.25
2007-05-21,R4/2007,12.0
2007-05-21,R4/2008,10.0
2007-05-21,R5/2007,11.5
2007-05-21,R6/2007,11.25
2007-05-21,R7/2007,11.0
2007-05-21,R8/2007,10.75
2007-05-28,R1/2008,10.5
2007-05-28,R2/2008,10.5
2007-05-28,R3/2008,10.25
2007-05-28,R4/2007,12.0
2007-05-28,R4/2008,10.0
2007-05-28,R5/2007,11.5
2007-05-28,R6/2007,11.25
2007-05-28,R7/2007,11.0
2007-05-28,R8/2007,10.75
2007-06-04,R1/2008,10.5
2007-06-04,R2/2008,10.25
2007-06-04,R3/2008,10.25
2007-06-04,R4/2007,12.0
2007-06-04,R4/2008,10.0
2007-06-04,R5/2007,11.5
2007-06-04,R6/2007,11.25
2007-06-04,R7/2007,11.0
2007-06-04,R8/2007,10.75
2007-06-11,R1/2008,10.5
2007-06-11,R2/2008,10.25
2007-06-11,R3/2008,10.0
2007-06-11,R4/2008,10.0
2007-06-11,R5/2007,11.5
2007-06-11,R5/2008,10.0
2007-06-11,R6/2007,11.25
2007-06-11,R7/2007,11.0
2007-06-11,R8/2007,10.75
2007-06-18,R1/2008,10.5
2007-06-18,R2/2008,10.25
2007-06-18,R3/2008,10.0
2007-06-18,R4/2008,10.0
2007-06-18,R5/2007,11.5
2007-06-18,R5/2008,9.88
2007-06-18,R6/2007,11.13
2007-06-18,R7/2007,11.0
2007-06-18,R8/2007,10.75
2007-06-25,R1/2008,10.5
2007-06-25,R2/2008,10.0
2007-06-25,R3/2008,10.0
2007-06-25,R4/2008,10.0
2007-06-25,R5/2007,11.5
2007-06-25,R5/2008,9.75
2007-06-25,R6/2007,11.13
2007-06-25,R7/2007,10.88
2007-06-25,R8/2007,10.75
2007-07-02,R1/2008,10.5
2007-07-02,R2/2008,10.0
2007-07-02,R3/2008,10.0
2007-07-02,R4/2008,10.0
2007-07-02,R5/2007,11.5
2007-07-02,R5/2008,10.0
2007-07-02,R6/2007,11.13
2007-07-02,R7/2007,10.88
2007-07-02,R8/2007,10.75
2007-07-09,R1/2008,10.5
2007-07-09,R2/2008,10.13
2007-07-09,R3/2008,10.0
2007-07-09,R4/2008,10.0
2007-07-09,R5/2007,11.5
2007-07-09,R5/2008,10.0
2007-07-09,R6/2007,11.13
2007-07-09,R7/2007,10.88
2007-07-09,R8/2007,10.75
2007-07-16,R1/2008,10.5
2007-07-16,R2/2008,10.25
2007-07-16,R3/2008,10.0
2007-07-16,R4/2008,10.0
2007-07-16,R5/2007,11.5
2007-07-16,R5/2008,10.0
2007-07-16,R6/2007,11.25
2007-07-16,R7/2007,11.0
2007-07-16,R8/2007,10.75
2007-07-19,R6/2008,9.75
2007-07-23,R1/2008,10.5
2007-07-23,R2/2008,10.25
2007-07-23,R3/2008,10.0
2007-07-23,R4/2008,10.0
2007-07-23,R5/2008,10.0
2007-07-23,R6/2007,11.25
2007-07-23,R6/2008,9.75
2007-07-23,R7/2007,11.0
2007-07-23,R8/2007,10.75
2007-07-30,R1/2008,10.5
2007-07-30,R2/2008,10.25
2007-07-30,R3/2008,10.0
2007-07-30,R4/2008,10.0
2007-07-30,R5/2008,10.0
2007-07-30,R6/2007,11.25
2007-07-30,R6/2008,9.75
2007-07-30,R7/2007,11.0
2007-07-30,R8/2007,10.75
2007-08-06,R1/2008,10.5
2007-08-06,R2/2008,10.25
2007-08-06,R3/2008,10.0
2007-08-06,R4/2008,10.0
2007-08-06,R5/2008,10.0
2007-08-06,R6/2007,11.25
2007-08-06,R6/2008,9.75
2007-08-06,R7/2007,11.0
2007-08-06,R8/2007,10.75
2007-08-13,R1/2008,10.5
2007-08-13,R2/2008,10.25
2007-08-13,R3/2008,10.25
2007-08-13,R4/2008,10.0
2007-08-13,R5/2008,10.0
2007-08-13,R6/2007,11.25
2007-08-13,R6/2008,10.0
2007-08-13,R7/2007,11.0
2007-08-13,R8/2007,10.75
2007-08-20,R1/2008,10.5
2007-08-20,R2/2008,10.25
2007-08-20,R3/2008,10.0
2007-08-20,R4/2008,10.0
2007-08-20,R5/2008,10.0
2007-08-20,R6/2007,11.25
2007-08-20,R6/2008,10.0
2007-08-20,R7/2007,11.0
2007-08-20,R8/2007,10.75
2007-08-27,R1/2008,10.5
2007-08-27,R2/2008,10.5
2007-08-27,R3/2008,10.25
2007-08-27,R4/2008,10.13
2007-08-27,R5/2008,10.25
2007-08-27,R6/2007,11.25
2007-08-27,R6/2008,10.0
2007-08-27,R7/2007,11.0
2007-08-27,R8/2007,10.75
2007-09-03,R1/2008,11.0
2007-09-03,R2/2008,10.75
2007-09-03,R3/2008,10.75
2007-09-03,R4/2008,10.5
2007-09-03,R5/2008,10.5
2007-09-03,R6/2007,11.25
2007-09-03,R6/2008,10.25
2007-09-03,R7/2007,11.0
2007-09-03,R8/2007,11.0
2007-09-06,R7/2008,10.25
2007-09-10,R1/2008,11.0
2007-09-10,R2/2008,10.75
2007-09-10,R3/2008,10.75
2007-09-10,R4/2008,10.5
2007-09-10,R5/2008,10.5
2007-09-10,R6/2008,10.25
2007-09-10,R7/2007,11.0
2007-09-10,R7/2008,10.25
2007-09-10,R8/2007,11.0
2007-09-17,R1/2008,11.0
2007-09-17,R2/2008,11.0
2007-09-17,R3/2008,11.0
2007-09-17,R4/2008,10.75
2007-09-17,R5/2008,10.75
2007-09-17,R6/2008,10.5
2007-09-17,R7/2007,11.0
2007-09-17,R7/2008,10.5
2007-09-17,R8/2007,11.0
2007-09-24,R1/2008,11.0
2007-09-24,R2/2008,11.0
2007-09-24,R3/2008,11.0
2007-09-24,R4/2008,10.75
2007-09-24,R5/2008,10.5
2007-09-24,R6/2008,10.5
2007-09-24,R7/2007,11.0
2007-09-24,R7/2008,10.25
2007-09-24,R8/2007,11.0
2007-10-01,R1/2008,11.0
2007-10-01,R2/2008,11.0
2007-10-01,R3/2008,11.0
2007-10-01,R4/2008,10.75
2007-10-01,R5/2008,10.5
2007-10-01,R6/2008,10.5
2007-10-01,R7/2007,11.0
2007-10-01,R7/2008,10.25
2007-10-01,R8/2007,11.0
2007-10-08,R1/2008,11.0
2007-10-08,R2/2008,11.0
2007-10-08,R3/2008,11.0
2007-10-08,R4/2008,10.75
2007-10-08,R5/2008,10.5
2007-10-08,R6/2008,10.5
2007-10-08,R7/2007,11.0
2007-10-08,R7/2008,10.25
2007-10-08,R8/2007,11.0
2007-10-15,R1/2008,11.0
2007-10-15,R2/2008,11.0
2007-10-15,R3/2008,11.0
2007-10-15,R4/2008,10.75
2007-10-15,R5/2008,10.5
2007-10-15,R6/2008,10.5
2007-10-15,R7/2007,11.25
2007-10-15,R7/2008,10.25
2007-10-15,R8/2007,11.0
2007-10-18,R8/2008,10.0
2007-10-22,R1/2008,11.25
2007-10-22,R2/2008,11.0
2007-10-22,R3/2008,11.0
2007-10-22,R4/2008,10.75
2007-10-22,R5/2008,10.75
2007-10-22,R6/2008,10.5
2007-10-22,R7/2008,10.25
2007-10-22,R8/2007,11.25
2007-10-22,R8/2008,10.25
2007-10-29,R1/2008,11.25
2007-10-29,R2/2008,11.25
2007-10-29,R3/2008,11.0
2007-10-29,R4/2008,10.75
2007-10-29,R5/2008,10.75
2007-10-29,R6/2008,10.5
2007-10-29,R7/2008,10.25
2007-10-29,R8/2007,11.25
2007-10-29,R8/2008,10.25
2007-11-05,R1/2008,11.25
2007-11-05,R2/2008,11.25
2007-11-05,R3/2008,11.0
2007-11-05,R4/2008,10.75
2007-11-05,R5/2008,10.75
2007-11-05,R6/2008,10.5
2007-11-05,R7/2008,10.25
2007-11-05,R8/2007,11.25
2007-11-05,R8/2008,10.25
2007-11-12,R1/2008,11.25
2007-11-12,R2/2008,11.25
2007-11-12,R3/2008,11.0
2007-11-12,R4/2008,10.75
2007-11-12,R5/2008,10.75
2007-11-12,R6/2008,10.5
2007-11-12,R7/2008,10.5
2007-11-12,R8/2007,11.25
2007-11-12,R8/2008,10.25
2007-11-19,R1/2008,11.25
2007-11-19,R2/2008,11.25
2007-11-19,R3/2008,11.0
2007-11-19,R4/2008,10.75
2007-11-19,R5/2008,10.75
2007-11-19,R6/2008,10.5
2007-11-19,R7/2008,10.5
2007-11-19,R8/2007,11.25
2007-11-19,R8/2008,10.25
2007-11-26,R1/2008,11.25
2007-11-26,R2/2008,11.25
2007-11-26,R3/2008,11.0
2007-11-26,R4/2008,10.75
2007-11-26,R5/2008,10.75
2007-11-26,R6/2008,10.5
2007-11-26,R7/2008,10.5
2007-11-26,R8/2007,11.25
2007-11-26,R8/2008,10.25
2007-12-03,R1/2008,11.25
2007-12-03,R2/2008,11.25
2007-12-03,R3/2008,11.0
2007-12-03,R4/2008,10.75
2007-12-03,R5/2008,10.75
2007-12-03,R6/2008,10.5
2007-12-03,R7/2008,10.5
2007-12-03,R8/2007,11.25
2007-12-03,R8/2008,10.25
2007-12-06,R1/2009,10.0
2007-12-10,R1/2008,11.25
2007-12-10,R1/2009,10.5
2007-12-10,R2/2008,11.25
2007-12-10,R3/2008,11.25
2007-12-10,R4/2008,11.0
2007-12-10,R5/2008,10.75
2007-12-10,R6/2008,10.5
2007-12-10,R7/2008,10.5
2007-12-10,R8/2008,10.5
2007-12-17,R1/2008,11.25
2007-12-17,R1/2009,10.5
2007-12-17,R2/2008,11.25
2007-12-17,R3/2008,11.25
2007-12-17,R4/2008,11.25
2007-12-17,R5/2008,11.0
2007-12-17,R6/2008,10.75
2007-12-17,R7/2008,10.75
2007-12-17,R8/2008,10.5
2007-12-24,R1/2008,11.25
2007-12-24,R1/2009,10.5
2007-12-24,R2/2008,11.25
2007-12-24,R3/2008,11.25
2007-12-24,R4/2008,11.25
2007-12-24,R5/2008,11.25
2007-12-24,R6/2008,11.0
2007-12-24,R7/2008,10.75
2007-12-24,R8/2008,10.75
2007-12-31,R1/2008,11.25
2007-12-31,R1/2009,10.75
2007-12-31,R2/2008,11.25
2007-12-31,R3/2008,11.25
2007-12-31,R4/2008,11.25
2007-12-31,R5/2008,11.25
2007-12-31,R6/2008,11.25
2007-12-31,R7/2008,11.0
2007-12-31,R8/2008,10.75
2008-01-07,R1/2008,11.25
2008-01-07,R1/2009,10.75
2008-01-07,R2/2008,11.25
2008-01-07,R3/2008,11.25
2008-01-07,R4/2008,11.25
2008-01-07,R5/2008,11.25
2008-01-07,R6/2008,11.25
2008-01-07,R7/2008,11.0
2008-01-07,R8/2008,10.75
2008-01-14,R1/2008,11.25
2008-01-14,R1/2009,11.0
2008-01-14,R2/2008,11.25
2008-01-14,R3/2008,11.25
2008-01-14,R4/2008,11.25
2008-01-14,R5/2008,11.25
2008-01-14,R6/2008,11.25
2008-01-14,R7/2008,11.13
2008-01-14,R8/2008,11.25
2008-01-21,R1/2008,11.25
2008-01-21,R1/2009,11.25
2008-01-21,R2/2008,11.25
2008-01-21,R3/2008,11.25
2008-01-21,R4/2008,11.25
2008-01-21,R5/2008,11.25
2008-01-21,R6/2008,11.25
2008-01-21,R7/2008,11.25
2008-01-21,R8/2008,11.25
2008-01-25,R2/2009,11.63
2008-01-28,R1/2009,11.25
2008-01-28,R2/2008,11.25
2008-01-28,R2/2009,11.25
2008-01-28,R3/2008,11.25
2008-01-28,R4/2008,11.25
2008-01-28,R5/2008,11.25
2008-01-28,R6/2008,11.25
2008-01-28,R7/2008,11.25
2008-01-28,R8/2008,11.25
2008-02-06,R1/2009,11.25
2008-02-06,R2/2008,11.25
2008-02-06,R2/2009,11.25
2008-02-06,R3/2008,11.25
2008-02-06,R4/2008,11.25
2008-02-06,R5/2008,11.25
2008-02-06,R6/2008,11.25
2008-02-06,R7/2008,11.25
2008-02-06,R8/2008,11.25
2008-02-11,R1/2009,11.25
2008-02-11,R2/2008,11.25
2008-02-11,R2/2009,11.25
2008-02-11,R3/2008,11.25
2008-02-11,R4/2008,11.25
2008-02-11,R5/2008,11.25
2008-02-11,R6/2008,11.25
2008-02-11,R7/2008,11.25
2008-02-11,R8/2008,11.25
2008-02-18,R1/2009,11.25
2008-02-18,R2/2008,11.25
2008-02-18,R2/2009,11.25
2008-02-18,R3/2008,11.25
2008-02-18,R4/2008,11.25
2008-02-18,R5/2008,11.25
2008-02-18,R6/2008,11.25
2008-02-18,R7/2008,11.25
2008-02-18,R8/2008,11.25
2008-02-25,R1/2009,11.25
2008-02-25,R2/2008,11.25
2008-02-25,R2/2009,11.25
2008-02-25,R3/2008,11.25
2008-02-25,R4/2008,11.25
2008-02-25,R5/2008,11.25
2008-02-25,R6/2008,11.25
2008-02-25,R7/2008,11.25
2008-02-25,R8/2008,11.25
2008-03-03,R1/2009,11.25
2008-03-03,R2/2008,11.25
2008-03-03,R2/2009,11.0
2008-03-03,R3/2008,11.25
2008-03-03,R4/2008,11.25
2008-03-03,R5/2008,11.25
2008-03-03,R6/2008,11.25
2008-03-03,R7/2008,11.25
2008-03-03,R8/2008,11.25
2008-03-06,R3/2009,12.25
2008-03-10,R1/2009,11.25
2008-03-10,R2/2009,11.25
2008-03-10,R3/2008,11.25
2008-03-10,R3/2009,11.25
2008-03-10,R4/2008,11.25
2008-03-10,R5/2008,11.25
2008-03-10,R6/2008,11.25
2008-03-10,R7/2008,11.25
2008-03-10,R8/2008,11.25
2008-03-17,R1/2009,11.25
2008-03-17,R2/2009,11.25
2008-03-17,R3/2008,11.25
2008-03-17,R3/2009,11.25
2008-03-17,R4/2008,11.25
2008-03-17,R5/2008,11.25
2008-03-17,R6/2008,11.25
2008-03-17,R7/2008,11.25
2008-03-17,R8/2008,11.25
2008-03-24,R1/2009,11.75
2008-03-24,R2/2009,11.25
2008-03-24,R3/2008,11.25
2008-03-24,R3/2009,11.5
2008-03-24,R4/2008,11.25
2008-03-24,R5/2008,11.25
2008-03-24,R6/2008,11.25
2008-03-24,R7/2008,11.25
2008-03-24,R8/2008,11.25
2008-03-31,R1/2009,12.5
2008-03-31,R2/2009,12.25
2008-03-31,R3/2008,11.5
2008-03-31,R3/2009,12.25
2008-03-31,R4/2008,11.75
2008-03-31,R5/2008,12.0
2008-03-31,R6/2008,12.0
2008-03-31,R7/2008,12.0
2008-03-31,R8/2008,12.0
2008-04-07,R1/2009,12.5
2008-04-07,R2/2009,12.5
2008-04-07,R3/2008,11.5
2008-04-07,R3/2009,12.5
2008-04-07,R4/2008,11.75
2008-04-07,R5/2008,12.0
2008-04-07,R6/2008,12.25
2008-04-07,R7/2008,12.5
2008-04-07,R8/2008,12.5
2008-04-14,R1/2009,12.75
2008-04-14,R2/2009,12.75
2008-04-14,R3/2008,11.5
2008-04-14,R3/2009,12.75
2008-04-14,R4/2008,12.0
2008-04-14,R5/2008,12.5
2008-04-14,R6/2008,12.75
2008-04-14,R7/2008,12.75
2008-04-14,R8/2008,12.75
2008-04-17,R4/2009,11.25
2008-04-22,R1/2009,13.0
2008-04-22,R2/2009,12.88
2008-04-22,R3/2009,12.75
2008-04-22,R4/2008,12.0
2008-04-22,R4/2009,12.13
2008-04-22,R5/2008,12.5
2008-04-22,R6/2008,12.75
2008-04-22,R7/2008,13.0
2008-04-22,R8/2008,12.88
2008-04-28,R1/2009,13.0
2008-04-28,R2/2009,13.0
2008-04-28,R3/2009,12.75
2008-04-28,R4/2008,12.25
2008-04-28,R4/2009,12.5
2008-04-28,R5/2008,12.5
2008-04-28,R6/2008,12.88
2008-04-28,R7/2008,13.0
2008-04-28,R8/2008,13.0
2008-05-05,R1/2009,13.0
2008-05-05,R2/2009,13.0
2008-05-05,R3/2009,12.88
2008-05-05,R4/2008,12.25
2008-05-05,R4/2009,12.5
2008-05-05,R5/2008,12.75
2008-05-05,R6/2008,13.0
2008-05-05,R7/2008,13.0
2008-05-05,R8/2008,13.0
2008-05-12,R1/2009,13.25
2008-05-12,R2/2009,13.25
2008-05-12,R3/2009,13.25
2008-05-12,R4/2008,12.25
2008-05-12,R4/2009,13.0
2008-05-12,R5/2008,12.75
2008-05-12,R6/2008,13.25
2008-05-12,R7/2008,13.25
2008-05-12,R8/2008,13.25
2008-05-19,R1/2009,13.5
2008-05-19,R2/2009,13.5
2008-05-19,R3/2009,13.33
2008-05-19,R4/2008,12.25
2008-05-19,R4/2009,13.25
2008-05-19,R5/2008,12.75
2008-05-19,R6/2008,13.25
2008-05-19,R7/2008,13.5
2008-05-19,R8/2008,13.5
2008-05-26,R1/2009,13.75
2008-05-26,R2/2009,13.63
2008-05-26,R3/2009,13.5
2008-05-26,R4/2008,12.25
2008-05-26,R4/2009,13.25
2008-05-26,R5/2008,12.75
2008-05-26,R6/2008,13.25
2008-05-26,R7/2008,13.5
2008-05-26,R8/2008,13.5
2008-06-02,R1/2009,14.0
2008-06-02,R2/2009,13.75
2008-06-02,R3/2009,13.75
2008-06-02,R4/2008,12.25
2008-06-02,R4/2009,13.5
2008-06-02,R5/2008,12.75
2008-06-02,R6/2008,13.25
2008-06-02,R7/2008,13.75
2008-06-02,R8/2008,13.75
2008-06-05,R5/2009,12.5
2008-06-09,R1/2009,14.0
2008-06-09,R2/2009,13.88
2008-06-09,R3/2009,13.75
2008-06-09,R4/2009,13.5
2008-06-09,R5/2008,12.75
2008-06-09,R5/2009,13.25
2008-06-09,R6/2008,13.25
2008-06-09,R7/2008,13.75
2008-06-09,R8/2008,14.0
2008-06-16,R1/2009,14.25
2008-06-16,R2/2009,14.13
2008-06-16,R3/2009,14.0
2008-06-16,R4/2009,13.88
2008-06-16,R5/2008,12.75
2008-06-16,R5/2009,13.75
2008-06-16,R6/2008,13.25
2008-06-16,R7/2008,13.75
2008-06-16,R8/2008,14.25
2008-06-23,R1/2009,14.25
2008-06-23,R2/2009,14.25
2008-06-23,R3/2009,14.25
2008-06-23,R4/2009,14.25
2008-06-23,R5/2008,12.75
2008-06-23,R5/2009,14.25
2008-06-23,R6/2008,13.25
2008-06-23,R7/2008,13.75
2008-06-23,R8/2008,14.25
2008-06-30,R1/2009,14.5
2008-06-30,R2/2009,14.5
2008-06-30,R3/2009,14.5
2008-06-30,R4/2009,14.5
2008-06-30,R5/2008,12.75
2008-06-30,R5/2009,14.25
2008-06-30,R6/2008,13.25
2008-06-30,R7/2008,13.75
2008-06-30,R8/2008,14.25
2008-07-07,R1/2009,14.7
2008-07-07,R2/2009,14.75
2008-07-07,R3/2009,14.75
2008-07-07,R4/2009,14.5
2008-07-07,R5/2008,12.75
2008-07-07,R5/2009,14.5
2008-07-07,R6/2008,13.25
2008-07-07,R7/2008,13.75
2008-07-07,R8/2008,14.25
2008-07-14,R1/2009,14.75
2008-07-14,R2/2009,14.75
2008-07-14,R3/2009,14.75
2008-07-14,R4/2009,14.5
2008-07-14,R5/2008,12.75
2008-07-14,R5/2009,14.5
2008-07-14,R6/2008,13.25
2008-07-14,R7/2008,13.75
2008-07-14,R8/2008,14.25
2008-07-21,R1/2009,14.75
2008-07-21,R2/2009,14.75
2008-07-21,R3/2009,14.75
2008-07-21,R4/2009,14.75
2008-07-21,R5/2008,12.75
2008-07-21,R5/2009,14.75
2008-07-21,R6/2008,13.25
2008-07-21,R7/2008,13.75
2008-07-21,R8/2008,14.25
2008-07-24,R6/2009,13.63
2008-07-28,R1/2009,14.75
2008-07-28,R2/2009,14.75
2008-07-28,R3/2009,14.75
2008-07-28,R4/2009,14.75
2008-07-28,R5/2009,14.63
2008-07-28,R6/2008,13.25
2008-07-28,R6/2009,13.88
2008-07-28,R7/2008,13.75
2008-07-28,R8/2008,14.25
2008-08-04,R1/2009,14.75
2008-08-04,R2/2009,14.75
2008-08-04,R3/2009,14.75
2008-08-04,R4/2009,14.75
2008-08-04,R5/2009,14.75
2008-08-04,R6/2008,13.75
2008-08-04,R6/2009,14.25
2008-08-04,R7/2008,14.25
2008-08-04,R8/2008,14.68
2008-08-11,R1/2009,14.75
2008-08-11,R2/2009,14.75
2008-08-11,R3/2009,14.75
2008-08-11,R4/2009,14.75
2008-08-11,R5/2009,14.75
2008-08-11,R6/2008,13.75
2008-08-11,R6/2009,14.5
2008-08-11,R7/2008,14.25
2008-08-11,R8/2008,14.75
2008-08-18,R1/2009,14.78
2008-08-18,R2/2009,15.0
2008-08-18,R3/2009,14.88
2008-08-18,R4/2009,14.88
2008-08-18,R5/2009,14.75
2008-08-18,R6/2008,13.75
2008-08-18,R6/2009,14.5
2008-08-18,R7/2008,14.25
2008-08-18,R8/2008,14.75
2008-08-25,R1/2009,14.8
2008-08-25,R2/2009,15.0
2008-08-25,R3/2009,15.0
2008-08-25,R4/2009,14.88
2008-08-25,R5/2009,14.75
2008-08-25,R6/2008,13.75
2008-08-25,R6/2009,14.5
2008-08-25,R7/2008,14.25
2008-08-25,R8/2008,14.75
2008-09-01,R1/2009,14.8
2008-09-01,R2/2009,15.0
2008-09-01,R3/2009,15.0
2008-09-01,R4/2009,15.0
2008-09-01,R5/2009,14.75
2008-09-01,R6/2008,13.75
2008-09-01,R6/2009,14.5
2008-09-01,R7/2008,14.25
2008-09-01,R8/2008,14.75
2008-09-08,R1/2009,14.96
2008-09-08,R2/2009,14.97
2008-09-08,R3/2009,14.83
2008-09-08,R4/2009,14.75
2008-09-08,R5/2009,14.75
2008-09-08,R6/2008,13.75
2008-09-08,R6/2009,14.5
2008-09-08,R7/2008,14.25
2008-09-08,R8/2008,14.75
2008-09-12,R7/2009,14.38
2008-09-15,R1/2009,14.75
2008-09-15,R2/2009,14.75
2008-09-15,R3/2009,14.75
2008-09-15,R4/2009,14.75
2008-09-15,R5/2009,14.75
2008-09-15,R6/2009,14.5
2008-09-15,R7/2008,14.25
2008-09-15,R7/2009,14.38
2008-09-15,R8/2008,14.75
2008-09-22,R1/2009,14.75
2008-09-22,R2/2009,14.75
2008-09-22,R3/2009,14.75
2008-09-22,R4/2009,14.75
2008-09-22,R5/2009,14.75
2008-09-22,R6/2009,14.5
2008-09-22,R7/2008,14.25
2008-09-22,R7/2009,14.25
2008-09-22,R8/2008,14.75
2008-09-29,R1/2009,14.75
2008-09-29,R2/2009,14.75
2008-09-29,R3/2009,14.75
2008-09-29,R4/2009,14.75
2008-09-29,R5/2009,14.75
2008-09-29,R6/2009,14.5
2008-09-29,R7/2008,14.25
2008-09-29,R7/2009,14.0
2008-09-29,R8/2008,14.75
2008-10-06,R1/2009,14.75
2008-10-06,R2/2009,14.75
2008-10-06,R3/2009,14.75
2008-10-06,R4/2009,14.75
2008-10-06,R5/2009,14.5
2008-10-06,R6/2009,14.25
2008-10-06,R7/2008,14.25
2008-10-06,R7/2009,14.0
2008-10-06,R8/2008,14.75
2008-10-13,R1/2009,14.75
2008-10-13,R2/2009,14.75
2008-10-13,R3/2009,14.75
2008-10-13,R4/2009,14.75
2008-10-13,R5/2009,14.5
2008-10-13,R6/2009,14.25
2008-10-13,R7/2008,14.25
2008-10-13,R7/2009,13.75
2008-10-13,R8/2008,14.75
2008-10-20,R1/2009,14.5
2008-10-20,R2/2009,14.5
2008-10-20,R3/2009,14.5
2008-10-20,R4/2009,14.5
2008-10-20,R5/2009,14.25
2008-10-20,R6/2009,14.0
2008-10-20,R7/2008,14.25
2008-10-20,R7/2009,13.75
2008-10-20,R8/2008,14.5
2008-10-27,R1/2009,14.25
2008-10-27,R2/2009,14.25
2008-10-27,R3/2009,14.25
2008-10-27,R4/2009,14.25
2008-10-27,R5/2009,14.0
2008-10-27,R6/2009,13.75
2008-10-27,R7/2008,14.0
2008-10-27,R7/2009,13.75
2008-10-27,R8/2008,14.25
2008-10-30,R8/2009,12.5
2008-11-03,R1/2009,13.75
2008-11-03,R2/2009,14.0
2008-11-03,R3/2009,13.75
2008-11-03,R4/2009,13.88
2008-11-03,R5/2009,13.75
2008-11-03,R6/2009,13.75
2008-11-03,R7/2009,13.75
2008-11-03,R8/2008,13.75
2008-11-03,R8/2009,13.25
2008-11-10,R1/2009,13.75
2008-11-10,R2/2009,13.75
2008-11-10,R3/2009,13.75
2008-11-10,R4/2009,13.75
2008-11-10,R5/2009,13.75
2008-11-10,R6/2009,13.75
